cancer_type	tissue	target_index	track_name	strand	assay_title	output_type	ontology_curie	biosample_name	biosample_type	biosample_life_stage	data_source	gtex_tissue	histone_mark	transcription_factor	nonzero_mean	matched_patterns
LGG	CNS	5067	usage_UBERON:0002037 total RNA-seq	-	total RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0002037	cerebellum	tissue	embryonic	encode					\bcerebellum\b;\bcerebellum\b
LGG	CNS	1231	UBERON:0001894 total RNA-seq	+	total RNA-seq	OutputType.RNA_SEQ	UBERON:0001894	diencephalon	tissue	embryonic	encode				0.07281812280416489	\bdiencephalon\b
LGG	CNS	1502	UBERON:0001894 total RNA-seq	-	total RNA-seq	OutputType.RNA_SEQ	UBERON:0001894	diencephalon	tissue	embryonic	encode				0.07281812280416489	\bdiencephalon\b
LGG	CNS	385	hCAGE UBERON:0001894	+	hCAGE	OutputType.CAGE	UBERON:0001894	diencephalon	tissue		fantom				68.8881607055664	\bdiencephalon\b
LGG	CNS	658	hCAGE UBERON:0001894	-	hCAGE	OutputType.CAGE	UBERON:0001894	diencephalon	tissue		fantom				68.8881607055664	\bdiencephalon\b
LGG	CNS	5426	junction_UBERON:0001894 total RNA-seq			OutputType.SPLICE_JUNCTIONS	UBERON:0001894	diencephalon	tissue							\bdiencephalon\b
LGG	CNS	4692	usage_UBERON:0001894 total RNA-seq	+	total RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0001894	diencephalon	tissue	embryonic	encode					\bdiencephalon\b
LGG	CNS	5059	usage_UBERON:0001894 total RNA-seq	-	total RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0001894	diencephalon	tissue	embryonic	encode					\bdiencephalon\b
LGG	CNS	959	UBERON:0001870 DNase-seq	.	DNase-seq	OutputType.DNASE	UBERON:0001870	frontal cortex	tissue	adult	encode				0.9675334692001343	\bfrontal cortex\b
LGG	CNS	1228	UBERON:0001870 total RNA-seq	+	total RNA-seq	OutputType.RNA_SEQ	UBERON:0001870	frontal cortex	tissue	embryonic	encode				0.08561448007822037	\bfrontal cortex\b
LGG	CNS	1499	UBERON:0001870 total RNA-seq	-	total RNA-seq	OutputType.RNA_SEQ	UBERON:0001870	frontal cortex	tissue	embryonic	encode				0.08561448007822037	\bfrontal cortex\b
LGG	CNS	377	hCAGE UBERON:0001870	+	hCAGE	OutputType.CAGE	UBERON:0001870	frontal cortex	tissue		fantom				25.70257568359375	\bfrontal cortex\b
LGG	CNS	650	hCAGE UBERON:0001870	-	hCAGE	OutputType.CAGE	UBERON:0001870	frontal cortex	tissue		fantom				25.70257568359375	\bfrontal cortex\b
LGG	CNS	5419	junction_UBERON:0001870 total RNA-seq			OutputType.SPLICE_JUNCTIONS	UBERON:0001870	frontal cortex	tissue							\bfrontal cortex\b
LGG	CNS	4685	usage_UBERON:0001870 total RNA-seq	+	total RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0001870	frontal cortex	tissue	embryonic	encode					\bfrontal cortex\b
LGG	CNS	5052	usage_UBERON:0001870 total RNA-seq	-	total RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0001870	frontal cortex	tissue	embryonic	encode					\bfrontal cortex\b
LGG	CNS	392	hCAGE UBERON:0002022	+	hCAGE	OutputType.CAGE	UBERON:0002022	insula	tissue		fantom				25.655611038208008	\binsula\b
LGG	CNS	665	hCAGE UBERON:0002022	-	hCAGE	OutputType.CAGE	UBERON:0002022	insula	tissue		fantom				25.655611038208008	\binsula\b
LGG	CNS	938	UBERON:0000988 DNase-seq	.	DNase-seq	OutputType.DNASE	UBERON:0000988	pons	tissue	adult	encode				0.4579213261604309	\bpons\b
LGG	CNS	348	hCAGE UBERON:0000988	+	hCAGE	OutputType.CAGE	UBERON:0000988	pons	tissue		fantom				28.069860458374023	\bpons\b
LGG	CNS	621	hCAGE UBERON:0000988	-	hCAGE	OutputType.CAGE	UBERON:0000988	pons	tissue		fantom				28.069860458374023	\bpons\b
LGG	CNS	960	UBERON:0001874 DNase-seq	.	DNase-seq	OutputType.DNASE	UBERON:0001874	putamen	tissue	adult	encode				1.0092743635177612	\bputamen\b
LGG	CNS	381	hCAGE UBERON:0001874	+	hCAGE	OutputType.CAGE	UBERON:0001874	putamen	tissue		fantom				17.454984664916992	\bputamen\b
LGG	CNS	654	hCAGE UBERON:0001874	-	hCAGE	OutputType.CAGE	UBERON:0001874	putamen	tissue		fantom				17.454984664916992	\bputamen\b
LIHC	Liver	1618	UBERON:0001114 gtex Liver polyA plus RNA-seq	.	polyA plus RNA-seq	OutputType.RNA_SEQ	UBERON:0001114	right lobe of liver	tissue	adult	gtex	Liver			0.06319103389978409	\bliver\b;\bliver\b
LIHC	Liver	4652	usage_UBERON:0001114 gtex Liver polyA plus RNA-seq	+	polyA plus RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0001114	right lobe of liver	tissue	adult	gtex	Liver				\bliver\b;\bliver\b
LIHC	Liver	5019	usage_UBERON:0001114 gtex Liver polyA plus RNA-seq	-	polyA plus RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0001114	right lobe of liver	tissue	adult	gtex	Liver				\bliver\b;\bliver\b
LIHC	Liver	5386	junction_UBERON:0001114 gtex Liver polyA plus RNA-seq			OutputType.SPLICE_JUNCTIONS	UBERON:0001114	right lobe of liver	tissue			Liver				\bliver\b;\bliver\b
LIHC	Liver	1251	UBERON:0002107 polyA plus RNA-seq	+	polyA plus RNA-seq	OutputType.RNA_SEQ	UBERON:0002107	liver	tissue	child	encode				0.37201911211013794	\bliver\b;\bliver\b
LIHC	Liver	1522	UBERON:0002107 polyA plus RNA-seq	-	polyA plus RNA-seq	OutputType.RNA_SEQ	UBERON:0002107	liver	tissue	child	encode				0.37201911211013794	\bliver\b;\bliver\b
LIHC	Liver	1645	UBERON:0002107 polyA plus RNA-seq	.	polyA plus RNA-seq	OutputType.RNA_SEQ	UBERON:0002107	liver	tissue	child,adult	encode				0.23851369321346283	\bliver\b;\bliver\b
LIHC	Liver	4718	usage_UBERON:0002107 polyA plus RNA-seq	+	polyA plus RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0002107	liver	tissue	child	encode					\bliver\b;\bliver\b
LIHC	Liver	5085	usage_UBERON:0002107 polyA plus RNA-seq	-	polyA plus RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0002107	liver	tissue	child	encode					\bliver\b;\bliver\b
LIHC	Liver	130	UBERON:0001115 ATAC-seq	.	ATAC-seq	OutputType.ATAC	UBERON:0001115	left lobe of liver	tissue	adult	encode				0.3790719211101532	\bliver\b;\bliver\b
LIHC	Liver	943	UBERON:0001115 DNase-seq	.	DNase-seq	OutputType.DNASE	UBERON:0001115	left lobe of liver	tissue	adult	encode				0.6450967192649841	\bliver\b;\bliver\b
LIHC	Liver	1211	UBERON:0001115 total RNA-seq	+	total RNA-seq	OutputType.RNA_SEQ	UBERON:0001115	left lobe of liver	tissue	adult	encode				0.2238539606332779	\bliver\b;\bliver\b
LIHC	Liver	1482	UBERON:0001115 total RNA-seq	-	total RNA-seq	OutputType.RNA_SEQ	UBERON:0001115	left lobe of liver	tissue	adult	encode				0.2238539606332779	\bliver\b;\bliver\b
LIHC	Liver	5388	junction_UBERON:0001115 total RNA-seq			OutputType.SPLICE_JUNCTIONS	UBERON:0001115	left lobe of liver	tissue							\bliver\b;\bliver\b
LIHC	Liver	4654	usage_UBERON:0001115 total RNA-seq	+	total RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0001115	left lobe of liver	tissue	adult	encode					\bliver\b;\bliver\b
LIHC	Liver	5021	usage_UBERON:0001115 total RNA-seq	-	total RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0001115	left lobe of liver	tissue	adult	encode					\bliver\b;\bliver\b
LIHC	Liver	145	UBERON:0002107 ATAC-seq	.	ATAC-seq	OutputType.ATAC	UBERON:0002107	liver	tissue	adult	encode				0.3416995704174042	\bliver\b;\bliver\b
LIHC	Liver	973	UBERON:0002107 DNase-seq	.	DNase-seq	OutputType.DNASE	UBERON:0002107	liver	tissue	embryonic	encode				0.7895574569702148	\bliver\b;\bliver\b
LIHC	Liver	2629	UBERON:0002107 Histone ChIP-seq H3K27ac	.	Histone ChIP-seq	OutputType.CHIP_HISTONE	UBERON:0002107	liver	tissue	adult	encode		H3K27ac		0.9069214463233948	\bliver\b;\bliver\b
LIHC	Liver	2630	UBERON:0002107 Histone ChIP-seq H3K36me3	.	Histone ChIP-seq	OutputType.CHIP_HISTONE	UBERON:0002107	liver	tissue	adult	encode		H3K36me3		0.8101385235786438	\bliver\b;\bliver\b
LIHC	Liver	2631	UBERON:0002107 Histone ChIP-seq H3K4me1	.	Histone ChIP-seq	OutputType.CHIP_HISTONE	UBERON:0002107	liver	tissue	adult	encode		H3K4me1		0.7480568885803223	\bliver\b;\bliver\b
LIHC	Liver	2632	UBERON:0002107 Histone ChIP-seq H3K4me3	.	Histone ChIP-seq	OutputType.CHIP_HISTONE	UBERON:0002107	liver	tissue	adult	encode		H3K4me3		0.7054669857025146	\bliver\b;\bliver\b
LIHC	Liver	2633	UBERON:0002107 Histone ChIP-seq H3K9ac	.	Histone ChIP-seq	OutputType.CHIP_HISTONE	UBERON:0002107	liver	tissue	adult	encode		H3K9ac		0.8565387725830078	\bliver\b;\bliver\b
LIHC	Liver	2634	UBERON:0002107 Histone ChIP-seq H3K9me3	.	Histone ChIP-seq	OutputType.CHIP_HISTONE	UBERON:0002107	liver	tissue	adult	encode		H3K9me3		1.423638939857483	\bliver\b;\bliver\b
LIHC	Liver	4362	UBERON:0002107 TF ChIP-seq ATF3	.	TF ChIP-seq	OutputType.CHIP_TF	UBERON:0002107	liver	tissue	adult	encode			ATF3	0.8291417360305786	\bliver\b;\bliver\b
LIHC	Liver	4363	UBERON:0002107 TF ChIP-seq CTCF	.	TF ChIP-seq	OutputType.CHIP_TF	UBERON:0002107	liver	tissue	child,adult	encode			CTCF	0.9286914467811584	\bliver\b;\bliver\b
LIHC	Liver	4364	UBERON:0002107 TF ChIP-seq EGR1	.	TF ChIP-seq	OutputType.CHIP_TF	UBERON:0002107	liver	tissue	adult	encode			EGR1	0.9185616374015808	\bliver\b;\bliver\b
LIHC	Liver	4365	UBERON:0002107 TF ChIP-seq FOXA1	.	TF ChIP-seq	OutputType.CHIP_TF	UBERON:0002107	liver	tissue	adult	encode			FOXA1	0.9144059419631958	\bliver\b;\bliver\b
LIHC	Liver	4366	UBERON:0002107 TF ChIP-seq FOXA2	.	TF ChIP-seq	OutputType.CHIP_TF	UBERON:0002107	liver	tissue	adult	encode			FOXA2	0.8166743516921997	\bliver\b;\bliver\b
LIHC	Liver	4367	UBERON:0002107 TF ChIP-seq GABPA	.	TF ChIP-seq	OutputType.CHIP_TF	UBERON:0002107	liver	tissue	adult	encode			GABPA	0.7945700287818909	\bliver\b;\bliver\b
LIHC	Liver	4368	UBERON:0002107 TF ChIP-seq HNF4A	.	TF ChIP-seq	OutputType.CHIP_TF	UBERON:0002107	liver	tissue	adult	encode			HNF4A	0.7481765151023865	\bliver\b;\bliver\b
LIHC	Liver	4369	UBERON:0002107 TF ChIP-seq HNF4G	.	TF ChIP-seq	OutputType.CHIP_TF	UBERON:0002107	liver	tissue	child	encode			HNF4G	0.8060025572776794	\bliver\b;\bliver\b
LIHC	Liver	4370	UBERON:0002107 TF ChIP-seq JUND	.	TF ChIP-seq	OutputType.CHIP_TF	UBERON:0002107	liver	tissue	adult	encode			JUND	0.8162035346031189	\bliver\b;\bliver\b
LIHC	Liver	4371	UBERON:0002107 TF ChIP-seq MAX	.	TF ChIP-seq	OutputType.CHIP_TF	UBERON:0002107	liver	tissue	adult	encode			MAX	0.7345631718635559	\bliver\b;\bliver\b
LIHC	Liver	4372	UBERON:0002107 TF ChIP-seq NR2F2	.	TF ChIP-seq	OutputType.CHIP_TF	UBERON:0002107	liver	tissue	adult	encode			NR2F2	0.843869686126709	\bliver\b;\bliver\b
LIHC	Liver	4373	UBERON:0002107 TF ChIP-seq RAD21	.	TF ChIP-seq	OutputType.CHIP_TF	UBERON:0002107	liver	tissue	adult	encode			RAD21	0.6999995112419128	\bliver\b;\bliver\b
LIHC	Liver	4374	UBERON:0002107 TF ChIP-seq REST	.	TF ChIP-seq	OutputType.CHIP_TF	UBERON:0002107	liver	tissue	adult	encode			REST	0.8216601610183716	\bliver\b;\bliver\b
LIHC	Liver	4375	UBERON:0002107 TF ChIP-seq RXRA	.	TF ChIP-seq	OutputType.CHIP_TF	UBERON:0002107	liver	tissue	adult	encode			RXRA	0.723956286907196	\bliver\b;\bliver\b
LIHC	Liver	4376	UBERON:0002107 TF ChIP-seq SP1	.	TF ChIP-seq	OutputType.CHIP_TF	UBERON:0002107	liver	tissue	adult	encode			SP1	0.7119137644767761	\bliver\b;\bliver\b
LIHC	Liver	4377	UBERON:0002107 TF ChIP-seq TAF1	.	TF ChIP-seq	OutputType.CHIP_TF	UBERON:0002107	liver	tissue	child	encode			TAF1	0.8605258464813232	\bliver\b;\bliver\b
LIHC	Liver	4378	UBERON:0002107 TF ChIP-seq YY1	.	TF ChIP-seq	OutputType.CHIP_TF	UBERON:0002107	liver	tissue	adult	encode			YY1	0.7411702275276184	\bliver\b;\bliver\b
LIHC	Liver	4379	UBERON:0002107 TF ChIP-seq ZBTB33	.	TF ChIP-seq	OutputType.CHIP_TF	UBERON:0002107	liver	tissue	adult	encode			ZBTB33	0.781875729560852	\bliver\b;\bliver\b
LIHC	Liver	1252	UBERON:0002107 total RNA-seq	+	total RNA-seq	OutputType.RNA_SEQ	UBERON:0002107	liver	tissue	embryonic	encode				0.1001405194401741	\bliver\b;\bliver\b
LIHC	Liver	1523	UBERON:0002107 total RNA-seq	-	total RNA-seq	OutputType.RNA_SEQ	UBERON:0002107	liver	tissue	embryonic	encode				0.1001405194401741	\bliver\b;\bliver\b
LIHC	Liver	400	hCAGE UBERON:0002107	+	hCAGE	OutputType.CAGE	UBERON:0002107	liver	tissue		fantom				63.86726379394531	\bliver\b;\bliver\b
LIHC	Liver	673	hCAGE UBERON:0002107	-	hCAGE	OutputType.CAGE	UBERON:0002107	liver	tissue		fantom				63.86726379394531	\bliver\b;\bliver\b
LIHC	Liver	5452	junction_UBERON:0002107 polyA plus RNA-seq			OutputType.SPLICE_JUNCTIONS	UBERON:0002107	liver	tissue							\bliver\b;\bliver\b
LIHC	Liver	5453	junction_UBERON:0002107 total RNA-seq			OutputType.SPLICE_JUNCTIONS	UBERON:0002107	liver	tissue							\bliver\b;\bliver\b
LIHC	Liver	4719	usage_UBERON:0002107 total RNA-seq	+	total RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0002107	liver	tissue	embryonic	encode					\bliver\b;\bliver\b
LIHC	Liver	5086	usage_UBERON:0002107 total RNA-seq	-	total RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0002107	liver	tissue	embryonic	encode					\bliver\b;\bliver\b
LIHC	Liver	129	UBERON:0001114 ATAC-seq	.	ATAC-seq	OutputType.ATAC	UBERON:0001114	right lobe of liver	tissue	adult	encode				0.5050563216209412	\bliver\b;\bliver\b
LIHC	Liver	942	UBERON:0001114 DNase-seq	.	DNase-seq	OutputType.DNASE	UBERON:0001114	right lobe of liver	tissue	adult	encode				0.47963228821754456	\bliver\b;\bliver\b
LIHC	Liver	2507	UBERON:0001114 Histone ChIP-seq H3K27ac	.	Histone ChIP-seq	OutputType.CHIP_HISTONE	UBERON:0001114	right lobe of liver	tissue	adult	encode		H3K27ac		0.7784299850463867	\bliver\b;\bliver\b
LIHC	Liver	2508	UBERON:0001114 Histone ChIP-seq H3K36me3	.	Histone ChIP-seq	OutputType.CHIP_HISTONE	UBERON:0001114	right lobe of liver	tissue	adult	encode		H3K36me3		0.8362173438072205	\bliver\b;\bliver\b
LIHC	Liver	2509	UBERON:0001114 Histone ChIP-seq H3K4me1	.	Histone ChIP-seq	OutputType.CHIP_HISTONE	UBERON:0001114	right lobe of liver	tissue	adult	encode		H3K4me1		0.8233218193054199	\bliver\b;\bliver\b
LIHC	Liver	2510	UBERON:0001114 Histone ChIP-seq H3K4me3	.	Histone ChIP-seq	OutputType.CHIP_HISTONE	UBERON:0001114	right lobe of liver	tissue	adult	encode		H3K4me3		0.7803559899330139	\bliver\b;\bliver\b
LIHC	Liver	4331	UBERON:0001114 TF ChIP-seq CTCF	.	TF ChIP-seq	OutputType.CHIP_TF	UBERON:0001114	right lobe of liver	tissue	adult	encode			CTCF	0.9131947159767151	\bliver\b;\bliver\b
LIHC	Liver	4332	UBERON:0001114 TF ChIP-seq POLR2A	.	TF ChIP-seq	OutputType.CHIP_TF	UBERON:0001114	right lobe of liver	tissue	adult	encode			POLR2A	0.8642057776451111	\bliver\b;\bliver\b
LIHC	Liver	1210	UBERON:0001114 total RNA-seq	+	total RNA-seq	OutputType.RNA_SEQ	UBERON:0001114	right lobe of liver	tissue	adult	encode				0.1526584029197693	\bliver\b;\bliver\b
LIHC	Liver	1481	UBERON:0001114 total RNA-seq	-	total RNA-seq	OutputType.RNA_SEQ	UBERON:0001114	right lobe of liver	tissue	adult	encode				0.1526584029197693	\bliver\b;\bliver\b
LIHC	Liver	5387	junction_UBERON:0001114 total RNA-seq			OutputType.SPLICE_JUNCTIONS	UBERON:0001114	right lobe of liver	tissue							\bliver\b;\bliver\b
LIHC	Liver	4653	usage_UBERON:0001114 total RNA-seq	+	total RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0001114	right lobe of liver	tissue	adult	encode					\bliver\b;\bliver\b
LIHC	Liver	5020	usage_UBERON:0001114 total RNA-seq	-	total RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0001114	right lobe of liver	tissue	adult	encode					\bliver\b;\bliver\b
LUAD	Lung	1673	UBERON:0008952 gtex Lung polyA plus RNA-seq	.	polyA plus RNA-seq	OutputType.RNA_SEQ	UBERON:0008952	upper lobe of left lung	tissue	adult	gtex	Lung			0.04629707708954811	\blung\b;\blung\b
LUAD	Lung	4769	usage_UBERON:0008952 gtex Lung polyA plus RNA-seq	+	polyA plus RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0008952	upper lobe of left lung	tissue	adult	gtex	Lung				\blung\b;\blung\b
LUAD	Lung	5136	usage_UBERON:0008952 gtex Lung polyA plus RNA-seq	-	polyA plus RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0008952	upper lobe of left lung	tissue	adult	gtex	Lung				\blung\b;\blung\b
LUAD	Lung	5503	junction_UBERON:0008952 gtex Lung polyA plus RNA-seq			OutputType.SPLICE_JUNCTIONS	UBERON:0008952	upper lobe of left lung	tissue			Lung				\blung\b;\blung\b
LUAD	Lung	1649	UBERON:0002168 polyA plus RNA-seq	.	polyA plus RNA-seq	OutputType.RNA_SEQ	UBERON:0002168	left lung	tissue	embryonic	encode				0.17341721057891846	\blung\b;\blung\b
LUAD	Lung	4724	usage_UBERON:0002168 polyA plus RNA-seq	+	polyA plus RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0002168	left lung	tissue	embryonic	encode					\blung\b;\blung\b
LUAD	Lung	5091	usage_UBERON:0002168 polyA plus RNA-seq	-	polyA plus RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0002168	left lung	tissue	embryonic	encode					\blung\b;\blung\b
LUAD	Lung	1238	UBERON:0002048 polyA plus RNA-seq	+	polyA plus RNA-seq	OutputType.RNA_SEQ	UBERON:0002048	lung	tissue	adult	encode				0.11917171627283096	\blung\b;\blung\b
LUAD	Lung	1509	UBERON:0002048 polyA plus RNA-seq	-	polyA plus RNA-seq	OutputType.RNA_SEQ	UBERON:0002048	lung	tissue	adult	encode				0.11917171627283096	\blung\b;\blung\b
LUAD	Lung	4704	usage_UBERON:0002048 polyA plus RNA-seq	+	polyA plus RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0002048	lung	tissue	adult	encode					\blung\b;\blung\b
LUAD	Lung	5071	usage_UBERON:0002048 polyA plus RNA-seq	-	polyA plus RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0002048	lung	tissue	adult	encode					\blung\b;\blung\b
LUAD	Lung	1648	UBERON:0002167 polyA plus RNA-seq	.	polyA plus RNA-seq	OutputType.RNA_SEQ	UBERON:0002167	right lung	tissue	embryonic	encode				0.1865345537662506	\blung\b;\blung\b
LUAD	Lung	4723	usage_UBERON:0002167 polyA plus RNA-seq	+	polyA plus RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0002167	right lung	tissue	embryonic	encode					\blung\b;\blung\b
LUAD	Lung	5090	usage_UBERON:0002167 polyA plus RNA-seq	-	polyA plus RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0002167	right lung	tissue	embryonic	encode					\blung\b;\blung\b
LUAD	Lung	147	UBERON:0002168 ATAC-seq	.	ATAC-seq	OutputType.ATAC	UBERON:0002168	left lung	tissue	child	encode				0.4284360408782959	\blung\b;\blung\b
LUAD	Lung	978	UBERON:0002168 DNase-seq	.	DNase-seq	OutputType.DNASE	UBERON:0002168	left lung	tissue	adult	encode				0.9140506386756897	\blung\b;\blung\b
LUAD	Lung	2646	UBERON:0002168 Histone ChIP-seq H3K27ac	.	Histone ChIP-seq	OutputType.CHIP_HISTONE	UBERON:0002168	left lung	tissue	adult	encode		H3K27ac		0.8949621319770813	\blung\b;\blung\b
LUAD	Lung	2647	UBERON:0002168 Histone ChIP-seq H3K27me3	.	Histone ChIP-seq	OutputType.CHIP_HISTONE	UBERON:0002168	left lung	tissue	adult	encode		H3K27me3		0.8752104640007019	\blung\b;\blung\b
LUAD	Lung	2648	UBERON:0002168 Histone ChIP-seq H3K36me3	.	Histone ChIP-seq	OutputType.CHIP_HISTONE	UBERON:0002168	left lung	tissue	adult	encode		H3K36me3		0.8681212663650513	\blung\b;\blung\b
LUAD	Lung	2649	UBERON:0002168 Histone ChIP-seq H3K4me1	.	Histone ChIP-seq	OutputType.CHIP_HISTONE	UBERON:0002168	left lung	tissue	adult	encode		H3K4me1		0.9048176407814026	\blung\b;\blung\b
LUAD	Lung	2650	UBERON:0002168 Histone ChIP-seq H3K4me3	.	Histone ChIP-seq	OutputType.CHIP_HISTONE	UBERON:0002168	left lung	tissue	adult	encode		H3K4me3		0.9501997828483582	\blung\b;\blung\b
LUAD	Lung	2651	UBERON:0002168 Histone ChIP-seq H3K9me3	.	Histone ChIP-seq	OutputType.CHIP_HISTONE	UBERON:0002168	left lung	tissue	adult	encode		H3K9me3		1.1099082231521606	\blung\b;\blung\b
LUAD	Lung	4380	UBERON:0002168 TF ChIP-seq CTCF	.	TF ChIP-seq	OutputType.CHIP_TF	UBERON:0002168	left lung	tissue	adult	encode			CTCF	0.8585008978843689	\blung\b;\blung\b
LUAD	Lung	1256	UBERON:0002168 total RNA-seq	+	total RNA-seq	OutputType.RNA_SEQ	UBERON:0002168	left lung	tissue	adult	encode				0.15085317194461823	\blung\b;\blung\b
LUAD	Lung	1527	UBERON:0002168 total RNA-seq	-	total RNA-seq	OutputType.RNA_SEQ	UBERON:0002168	left lung	tissue	adult	encode				0.15085317194461823	\blung\b;\blung\b
LUAD	Lung	5458	junction_UBERON:0002168 polyA plus RNA-seq			OutputType.SPLICE_JUNCTIONS	UBERON:0002168	left lung	tissue							\blung\b;\blung\b
LUAD	Lung	5459	junction_UBERON:0002168 total RNA-seq			OutputType.SPLICE_JUNCTIONS	UBERON:0002168	left lung	tissue							\blung\b;\blung\b
LUAD	Lung	4725	usage_UBERON:0002168 total RNA-seq	+	total RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0002168	left lung	tissue	adult	encode					\blung\b;\blung\b
LUAD	Lung	5092	usage_UBERON:0002168 total RNA-seq	-	total RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0002168	left lung	tissue	adult	encode					\blung\b;\blung\b
LUAD	Lung	162	UBERON:0008953 ATAC-seq	.	ATAC-seq	OutputType.ATAC	UBERON:0008953	lower lobe of left lung	tissue	adult	encode				0.3122468590736389	\blung\b;\blung\b
LUAD	Lung	1003	UBERON:0008953 DNase-seq	.	DNase-seq	OutputType.DNASE	UBERON:0008953	lower lobe of left lung	tissue	adult	encode				0.6039119958877563	\blung\b;\blung\b
LUAD	Lung	2758	UBERON:0008953 Histone ChIP-seq H3K27ac	.	Histone ChIP-seq	OutputType.CHIP_HISTONE	UBERON:0008953	lower lobe of left lung	tissue	adult	encode		H3K27ac		0.8131684064865112	\blung\b;\blung\b
LUAD	Lung	2759	UBERON:0008953 Histone ChIP-seq H3K27me3	.	Histone ChIP-seq	OutputType.CHIP_HISTONE	UBERON:0008953	lower lobe of left lung	tissue	adult	encode		H3K27me3		0.8400024771690369	\blung\b;\blung\b
LUAD	Lung	2760	UBERON:0008953 Histone ChIP-seq H3K36me3	.	Histone ChIP-seq	OutputType.CHIP_HISTONE	UBERON:0008953	lower lobe of left lung	tissue	adult	encode		H3K36me3		0.8133916854858398	\blung\b;\blung\b
LUAD	Lung	2761	UBERON:0008953 Histone ChIP-seq H3K4me1	.	Histone ChIP-seq	OutputType.CHIP_HISTONE	UBERON:0008953	lower lobe of left lung	tissue	adult	encode		H3K4me1		0.8141807317733765	\blung\b;\blung\b
LUAD	Lung	2762	UBERON:0008953 Histone ChIP-seq H3K4me3	.	Histone ChIP-seq	OutputType.CHIP_HISTONE	UBERON:0008953	lower lobe of left lung	tissue	adult	encode		H3K4me3		0.8252076506614685	\blung\b;\blung\b
LUAD	Lung	2763	UBERON:0008953 Histone ChIP-seq H3K9me3	.	Histone ChIP-seq	OutputType.CHIP_HISTONE	UBERON:0008953	lower lobe of left lung	tissue	adult	encode		H3K9me3		0.8201392889022827	\blung\b;\blung\b
LUAD	Lung	4410	UBERON:0008953 TF ChIP-seq CTCF	.	TF ChIP-seq	OutputType.CHIP_TF	UBERON:0008953	lower lobe of left lung	tissue	adult	encode			CTCF	0.8122490644454956	\blung\b;\blung\b
LUAD	Lung	1281	UBERON:0008953 total RNA-seq	+	total RNA-seq	OutputType.RNA_SEQ	UBERON:0008953	lower lobe of left lung	tissue	adult	encode				0.10869968682527542	\blung\b;\blung\b
LUAD	Lung	1552	UBERON:0008953 total RNA-seq	-	total RNA-seq	OutputType.RNA_SEQ	UBERON:0008953	lower lobe of left lung	tissue	adult	encode				0.10869968682527542	\blung\b;\blung\b
LUAD	Lung	5505	junction_UBERON:0008953 total RNA-seq			OutputType.SPLICE_JUNCTIONS	UBERON:0008953	lower lobe of left lung	tissue							\blung\b;\blung\b
LUAD	Lung	4771	usage_UBERON:0008953 total RNA-seq	+	total RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0008953	lower lobe of left lung	tissue	adult	encode					\blung\b;\blung\b
LUAD	Lung	5138	usage_UBERON:0008953 total RNA-seq	-	total RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0008953	lower lobe of left lung	tissue	adult	encode					\blung\b;\blung\b
LUAD	Lung	149	UBERON:0002171 ATAC-seq	.	ATAC-seq	OutputType.ATAC	UBERON:0002171	lower lobe of right lung	tissue	adult	encode				0.2252897024154663	\blung\b;\blung\b
LUAD	Lung	980	UBERON:0002171 DNase-seq	.	DNase-seq	OutputType.DNASE	UBERON:0002171	lower lobe of right lung	tissue	adult	encode				1.0217218399047852	\blung\b;\blung\b
LUAD	Lung	2656	UBERON:0002171 Histone ChIP-seq H3K27ac	.	Histone ChIP-seq	OutputType.CHIP_HISTONE	UBERON:0002171	lower lobe of right lung	tissue	adult	encode		H3K27ac		0.9444779753684998	\blung\b;\blung\b
