id	filename	md5	size	state
340bb65e-f22d-4716-a422-3646b219df8e	86994e55-f28b-4ce8-b55f-0878bcce4832.rna_seq.genomic.gdc_realn.bam	0969948a708830c7a50bf57c3541c2ca	6225895805	released
03f56186-1b00-4a33-b8dc-9856c66bb33a	ff0ade21-b72b-45e5-a00c-8e40ece2f64b.rna_seq.genomic.gdc_realn.bam	07cca1476c827f1ddb455809dd683841	10773756789	released
76725414-18c7-4546-8332-0fa6f63deb98	f8f8289c-d2ab-431c-ade3-30aec29fa93a.rna_seq.genomic.gdc_realn.bam	f2773cc264bc7d8bc1929e2c93dcdaea	9255629952	released
a06b0af0-25b0-466a-8567-d4c9eb18a3ff	f085f2ef-b1a2-44e6-92eb-dc0c97ce3e7c.rna_seq.genomic.gdc_realn.bam	59ab44af2d561fabca7485b623eff08b	7372629295	released
aaf2a1d9-915c-47ed-9bb2-15c5850392e4	23fbcb6a-5956-42ae-8a14-e43471d6201d.rna_seq.genomic.gdc_realn.bam	4c5733c15a5935a182077907d4a089da	8943588554	released
e46c8e4c-7622-4276-a3c5-354b8201037b	ad4e3ae3-c266-4392-b51f-8e229ca588c2.rna_seq.genomic.gdc_realn.bam	134c9f6070f0e55c05c5f5f5efb8a1af	9496824826	released
13b5b747-c85f-4502-9573-7eece975e8a5	69e90cae-b660-4d51-b6e0-5418441748e8.rna_seq.genomic.gdc_realn.bam	0d9b36d4cc42535a5f05641b0d1a621d	7954421112	released
c82c26c8-fcff-4dae-a05e-e88c15c821fe	4f42f303-6fc3-4aeb-b982-094e80525953.rna_seq.genomic.gdc_realn.bam	32f5d0116935d041e451ee65f676cc47	7730469005	released
3095fbdb-fa40-43aa-81f6-c8d2c61fa767	ea73a9eb-461b-42bb-bfbc-382cd512fb9f.rna_seq.genomic.gdc_realn.bam	37aa589d56457526c6fe926156db19b6	7549513589	released
47f80420-922e-4231-a21d-0a14a5f4ff94	6830695a-1cd6-4a74-b108-2890fd6509d8.rna_seq.genomic.gdc_realn.bam	06559ea5b1801eaaa8f82836a699807e	8636278398	released
